29/05/2022,CPU,37.5
29/05/2022,CPU,32.8
29/05/2022,CPU,38.0
29/05/2022,CPU,36.4
29/05/2022,CPU,74.3
29/05/2022,CPU,51.7
29/05/2022,CPU,25.6
